,index,MEMBER_NO,ID,PW,NAME,MOBILE_NO,RRN,BIRTHDAY,AGE,GENDER,ISNATIVE,ADDRESS,ADDRESS_DETAIL
2499,2500,Z8423214011ST,yeongceol33@hotmail.com346,960312,이지은,041-892-0785,871682-1275894,1943-07-25,65,F,N,부산광역시 영등포구,언주거리 (정자김이리)
2500,2501,Z8243293591ST,lgim@gmail.com130,924090,김재호,054-193-9803,904266-1793221,1934-09-02,66,F,N,강원도 성남시,봉은사거리 (예준이백동)
2501,2502,Z2143223331ST,sgim@dreamwiz.com605,364452,한옥순,010-2235-7966,702266-2115535,1985-01-16,34,M,N,강원도 원주시,강남대3거리 (경수양리)
2502,2503,Z2644284611ST,bgweon@jusighoesa.org41,899168,김재호,054-250-0013,854466-1482897,1989-09-17,33,F,N,부산광역시 강서구,강남대1로 (상훈김문읍)
2503,2504,Z7033292371ST,jiu26@hotmail.com394,190615,양정식,044-338-9822,764169-2026439,1962-05-27,53,F,N,부산광역시 강서구,개포780로
2504,2505,Z6504221551ST,gimsunja@igimgwag.org854,776642,김중수,033-467-8335,700143-1678373,1962-12-02,56,M,N,서울특별시 마포구,영통구 학동691길 (서현김리)
2505,2506,Z0744264921ST,hyeonjun33@miniju.net805,306616,권영숙,064-757-9747,682587-1708176,1997-12-26,27,F,N,인천광역시 노원구,백제고분082길
2506,2507,Z5863210641ST,jgang@hanmail.net58,130247,최보람,017-880-3415,970114-1255913,1969-03-13,53,F,N,전라북도 청주시,역삼길 (옥순박이읍)
2507,2508,Z4553236961ST,uo@gimji.net232,744530,윤혜진,033-072-0164,600702-2305618,1972-09-09,42,F,N,울산광역시 중구,석촌호수길 (영식이동)
2508,2509,Z0634232171ST,gimseunghyeon@dreamwiz.com433,841029,김미숙,016-836-0176,783616-2318664,1995-07-31,25,F,N,대구광역시 강동구,압구정76길 (미숙임김읍)
2509,2510,Z3623222321ST,yyang@yunihong.com917,771590,이상훈,011-980-2166,869426-2055600,1972-05-07,47,M,N,충청북도 포천시,언주492거리 (서현조이동)
2510,2511,Z5434212621ST,jsin@gimbaggweon.kr828,185570,김성현,032-250-0499,685159-1987187,1964-08-26,58,M,N,전라남도 옥천군,역삼528길 (명자조박읍)
2511,2512,Z1034277141ST,donghyeoni@ryugimjang.com369,381462,김민서,02-2225-5813,982314-1963438,1996-10-17,23,F,N,부산광역시 강남구,장안구 오금1거리 (영철이마을)
2512,2513,Z7404278211ST,ujinseo@igimgim.kr108,731409,최현우,053-594-2896,649805-1894451,1962-01-31,59,F,N,세종특별자치시 남구,테헤란가
2513,2514,Z6434291801ST,yeongmicoe@nate.com132,641849,조미영,033-692-1584,833141-2283488,1968-06-09,51,M,N,광주광역시 도봉구,삼성로 (준혁김리)
2514,2515,Z1644222451ST,seoyunseo@jusighoesa.kr115,277203,박수진,051-565-9700,897041-1558935,1998-09-12,27,F,N,서울특별시 북구,가락거리 (정남한리)
2515,2516,Z1434288231ST,seonghyeoncoe@hanmail.net526,961169,박예은,018-147-6094,897360-1784440,1995-10-26,27,M,N,전라북도 용인시,석촌호수가 (지현박읍)
2516,2517,Z7463278591ST,seoyeoni@coejang.com781,169224,양예원,011-299-8970,636276-2246006,1968-11-25,56,M,N,인천광역시 동구,백제고분로 (수민박리)
2517,2518,Z0744252171ST,jinubag@live.com895,198786,김준혁,044-524-8632,913995-2172653,1990-12-02,23,M,N,대구광역시 중구,학동가 (건우김윤리)
2518,2519,Z7724286951ST,migyeonggim@nate.com852,225300,이상현,011-103-5224,847915-1177548,1950-07-30,66,M,N,부산광역시 북구,개포가
2519,2520,Z3814234581ST,ei@live.com805,590454,최정훈,032-621-4322,965660-1238080,1976-08-23,47,F,N,세종특별자치시 노원구,강남대565길
2520,2521,Z4614223671ST,jiagim@icoe.com681,516526,고상철,054-147-9202,770841-1549468,1975-10-09,40,F,N,전라북도 안양시,강남대길 (지원장최리)
2521,2522,Z6434272661ST,fgim@gmail.com375,228570,강춘자,018-412-7371,693107-1516283,1966-05-14,55,M,N,전라남도 용인시,도산대로
2522,2523,Z3604276031ST,seojun38@baggimha.kr186,243117,김미숙,031-092-1444,825633-1310976,1981-05-17,30,F,N,서울특별시 강서구,청원구 삼성23거리
2523,2524,Z4604263291ST,myeongja29@nate.com300,732233,김민석,041-521-8917,667621-2138633,1976-05-12,44,M,N,광주광역시 강북구,개포거리 (미정김한마을)
2524,2525,Z7724221851ST,ygim@gimhong.org691,932608,임영진,063-363-7405,685831-2261621,1946-07-20,67,F,N,경기도 안산시,반포대5로
2525,2526,Z6173280431ST,caeweonbag@bagi.org415,384313,구예준,019-973-6536,711800-1757413,1968-01-03,56,M,N,광주광역시 강북구,오금283로
2526,2527,Z7624215461ST,hasunja@gmail.com14,949039,차광수,019-772-9694,756947-1378335,1931-03-04,61,M,N,울산광역시 금천구,언주74가
2527,2528,Z4173262451ST,gyeongja21@hotmail.com383,776571,김도현,016-185-2156,815878-1349186,1979-05-13,42,M,N,전라남도 횡성군,영동대6로
2528,2529,Z4714274361ST,sunoggo@ii.com668,988417,곽지훈,019-675-5010,784475-1553723,1974-03-29,48,F,N,전라남도 속초시,개포479거리
2529,2530,Z1224299681ST,yeonghyi84@nate.com547,282472,신은경,044-860-6095,907285-1349772,2000-04-19,28,M,N,부산광역시 강남구,영동대로
2530,2531,Z8414230621ST,jaehyeongim@jangseono.com558,767359,김경자,063-609-7155,927680-2330772,1951-11-21,65,M,N,대구광역시 금천구,수정구 잠실07가
2531,2532,Z9544236621ST,idonghyeon@daum.net747,211790,김영환,063-005-4655,770624-2326716,1931-03-31,65,M,N,전라북도 진천군,선릉894가 (정웅김마을)
2532,2533,Z5814215021ST,ho@jusighoesa.com146,676211,박경희,043-540-5630,724336-1454519,1960-10-10,55,F,N,세종특별자치시 서구,오금거리
2533,2534,Z7544272481ST,hwangminseo@songgimhwang.com15,465243,이은정,053-031-4508,901092-1762257,1936-01-10,70,F,N,전라남도 동두천시,학동40거리 (은경문정읍)
2534,2535,Z6534245351ST,yeongsiggim@hotmail.com298,893832,이정훈,061-037-0447,671136-2391495,1960-10-11,54,F,N,강원도 군포시,반포대가
2535,2536,Z4644226041ST,gimjunho@live.com889,715453,배재현,017-831-8960,900548-1853323,1975-11-16,45,M,N,경기도 용인시,강남대23거리 (영수배차읍)
2536,2537,Z7243225261ST,seonyeong01@coeigim.org206,204349,정정웅,042-053-4214,840923-1630462,1968-07-17,53,F,N,강원도 청주시,테헤란4가 (은지김리)
2537,2538,Z2114253691ST,yeongho92@yuhanhoesa.net805,342811,허민재,02-4111-3163,934936-1809766,1983-08-10,38,F,N,충청북도 안성시,석촌호수052거리 (영희김김마을)
2538,2539,Z3544215901ST,yeeunhan@gimhansong.kr370,894933,서성민,031-847-3888,803327-1479691,1978-06-25,45,M,N,경기도 수원시,개포로
2539,2540,Z0634236161ST,seonghaeun@hangangim.com881,621659,권광수,031-996-2365,776872-1640029,1991-04-06,25,M,N,대전광역시 용산구,테헤란6길
2540,2541,Z1253212731ST,yeweoni@daum.net632,481604,이은경,010-4637-3383,911721-1712721,1997-03-04,22,M,N,충청남도 부천시,석촌호수길
2541,2542,Z9534271931ST,geonu33@gmail.com165,795526,성경희,010-1837-6225,949000-2087219,1933-01-29,66,F,N,대구광역시 북구,분당구 봉은사17길 (정호최김리)
2542,2543,Z4462267071ST,ggim@ju.kr630,321674,이성진,019-130-8239,651457-1837413,1975-09-13,43,M,N,충청남도 여주시,서초중앙거리
2543,2544,Z2624229671ST,vgim@yuhanhoesa.org575,264137,김재현,042-143-7673,987152-1550554,1987-09-02,37,F,N,대전광역시 도봉구,서초중앙076로 (지후윤이면)
2544,2545,Z9714240701ST,uan@jusighoesa.com63,330281,김지우,044-303-6132,656725-2253356,1936-01-28,76,M,F,울산광역시 강동구,석촌호수길
2545,2546,Z6273261961ST,haeun27@daum.net355,998505,이우진,011-889-8093,844327-1945934,1969-01-27,50,F,N,인천광역시 서초구,만안구 개포15로 (경희조곽면)
2546,2547,Z4824218341ST,yeongceol99@ju.kr290,523030,박성호,018-814-0833,743535-1114779,1977-09-10,45,F,N,대구광역시 양천구,영동대길
2547,2548,Z7033231611ST,zbag@naver.com84,182301,노춘자,061-598-1052,903535-1602251,1969-01-17,55,M,N,경상북도 청주시,동안구 논현945가 (영길박하면)
2548,2549,Z8634282061ST,jeongsun17@ju.org916,120908,한현정,054-249-1344,941494-2239321,1938-06-07,68,M,N,충청북도 예산군,양재천9길
2549,2550,Z4034284101ST,anminjun@yuhanhoesa.com602,252008,박정순,033-463-0014,974086-1374113,1971-02-16,49,M,N,전라북도 수원시,봉은사로 (영순손면)
2550,2551,Z6724225851ST,gangjihye@igweon.com412,389948,한서준,02-6968-3371,966702-1780788,1964-06-09,52,M,N,경상북도 영월군,서북구 개포240길 (정숙지동)
2551,2552,Z1814210881ST,tjeon@dreamwiz.com516,742207,우정남,052-690-2532,766846-2382904,1982-07-16,32,F,N,부산광역시 서대문구,학동길 (은주양면)
2552,2553,Z4604238611ST,uyun@nate.com769,618809,박지훈,010-8639-7993,772313-2210635,1977-07-13,44,F,N,충청남도 고양시,영통구 삼성94로
2553,2554,Z4244214181ST,jgang@gimgim.com5,582743,김도현,053-163-1015,829489-2011374,1977-01-06,44,F,N,울산광역시 중구,반포대69거리 (윤서지면)
2554,2555,Z3714253241ST,byeongceolcoe@hanmail.net531,425435,오지훈,019-283-8709,639103-1635484,1976-09-04,40,M,N,부산광역시 노원구,석촌호수206로
2555,2556,Z1904264351ST,gyeongsu03@hotmail.com636,971220,남도윤,044-439-9936,739415-1243140,1988-08-27,36,F,N,충청남도 고성군,영동대85거리
2556,2557,Z8714238341ST,yujingim@ju.com370,470750,이영자,043-636-4186,867374-2229394,1937-03-08,68,F,N,경상남도 여주시,만안구 테헤란231거리 (춘자장윤동)
2557,2558,Z7623277601ST,juweon35@daum.net88,109545,윤지민,053-757-4691,954667-1977925,1949-03-07,77,M,N,경상남도 서산시,양재천04가 (진호한김마을)
2558,2559,Z9314263641ST,hyeonjeonggim@bagi.com906,920260,안정수,062-142-7487,989496-2049264,1942-10-12,77,F,N,서울특별시 마포구,백제고분82거리 (정웅박마을)
2559,2560,Z4404259961ST,hyeonjun30@hotmail.com744,931191,이준혁,044-770-5264,763853-1562969,1978-04-13,43,F,N,부산광역시 양천구,양재천5거리 (재호이면)
2560,2561,Z5173228031ST,gimjunseo@hotmail.com25,392452,김민지,070-1869-8008,605973-1857283,1980-04-15,41,M,N,경기도 구리시,봉은사879길
2561,2562,Z0924213951ST,uan@ju.kr246,783051,박지은,044-352-6281,611161-1626770,1999-11-25,29,F,N,인천광역시 성북구,도산대가
2562,2563,Z5414270711ST,yeongil06@iryu.net748,555078,노서영,053-771-3785,766791-1589954,1970-05-14,57,M,N,인천광역시 강북구,양재천8거리
2563,2564,Z7534248581ST,bagdohyeon@dreamwiz.com950,641042,서성수,053-023-6839,813849-1212965,1966-08-12,58,M,N,경상남도 증평군,삼성15로
2564,2565,Z8903232101ST,coejungsu@gimhonggim.kr402,641947,송지영,016-396-2072,797458-1877606,1958-04-04,72,M,N,부산광역시 종로구,봉은사769거리
2565,2566,Z1173272571ST,iyeonghyi@jusighoesa.net881,455132,오예은,052-369-2018,891644-1590713,1998-10-08,23,F,N,세종특별자치시 양천구,백제고분길 (서현박김동)
2566,2567,Z0824254611ST,hyeonsug96@hotmail.com359,373601,이은지,041-193-5554,823127-1957713,1998-01-27,25,F,N,울산광역시 중랑구,영동대595로
2567,2568,Z3614236271ST,sanghungang@gimgimgim.com918,904806,최옥자,052-798-9482,703771-2301512,1983-01-26,39,F,N,경상북도 삼척시,수지구 도산대길 (민서김읍)
2568,2569,Z5604230381ST,jihyeon49@nate.com767,234525,박영식,018-934-1363,989734-1816460,1968-12-22,55,M,N,경상북도 논산시,잠실길 (채원박리)
2569,2570,Z6704227311ST,jbag@yuhanhoesa.com758,301723,김미정,041-855-9531,805088-2260157,1962-02-24,59,F,N,인천광역시 강북구,서초대93길
2570,2571,Z9544241761ST,gyeonghyi36@hotmail.com828,810635,김명숙,044-123-0344,857880-2126589,1934-01-22,64,F,N,울산광역시 중랑구,처인구 언주8거리
2571,2572,Z9824214851ST,gimujin@daum.net323,609298,오종수,042-015-0483,613586-1678858,1939-10-16,73,F,N,강원도 천안시,도산대8로
2572,2573,Z3634229311ST,jiyeon11@gmail.com955,104222,이선영,054-956-9721,912555-2030908,1977-11-02,49,F,N,광주광역시 중랑구,백제고분길
2573,2574,Z9763259131ST,jiweon67@nate.com224,434472,이지영,052-844-8155,889364-2143915,1936-06-14,73,M,N,경상북도 안성시,삼성7로
2574,2575,Z8663246801ST,suminjang@iocoe.net995,996104,김종수,02-9810-9356,890006-1659698,1938-09-25,77,F,N,세종특별자치시 남구,학동가
2575,2576,Z4714223931ST,gyeongja31@naver.com453,259193,한서현,010-7134-1097,714538-1820551,1974-04-14,42,M,N,충청북도 과천시,봉은사길 (시우류오동)
2576,2577,Z1434297851ST,gwangsu62@naver.com544,280574,권경희,018-047-3275,977164-1656672,1995-09-27,20,F,N,인천광역시 양천구,봉은사거리 (현숙이강리)
2577,2578,Z8763244461ST,kgim@yu.net859,236007,최지현,054-903-1109,631402-2399817,1948-08-13,80,F,N,부산광역시 동작구,서초중앙가 (현지권이마을)
2578,2579,Z1443294741ST,coegwangsu@jusighoesa.com561,609609,윤영식,010-4147-5980,662540-1771073,1992-01-13,25,M,N,경상남도 원주시,서초중앙979가 (서영박동)
2579,2580,Z8133239401ST,jiugim@daum.net91,138508,김준서,010-3029-1996,879986-1648983,1938-09-24,78,F,N,광주광역시 강서구,덕양구 역삼75가 (서윤이읍)
2580,2581,Z6163224141ST,yeonghwanyang@gmail.com741,221085,이지민,062-904-2877,841996-1232042,1964-10-19,56,M,N,부산광역시 중구,양재천9로
2581,2582,Z5304212071ST,ijo@nate.com503,257869,김민재,055-442-9650,772463-1683357,1972-08-22,44,F,N,대전광역시 서구,선릉907거리
2582,2583,Z3724262571ST,caeweon46@hanmail.net609,540731,김은서,051-164-7502,823859-1986203,1973-05-31,43,M,N,인천광역시 서초구,압구정거리 (진호박읍)
2583,2584,Z4824280131ST,donghyeon26@ju.net662,736085,이춘자,055-962-4542,863780-1673093,1975-04-08,40,M,N,대전광역시 강북구,역삼51길 (영환김조마을)
2584,2585,Z1724228151ST,zi@nate.com301,973366,한혜진,016-235-1978,683057-1610192,1998-08-25,25,F,N,전라남도 계룡시,학동로 (재호박동)
2585,2586,Z0504246831ST,gimdoyun@yu.com587,632379,이혜진,052-782-9637,643121-1438816,1991-12-31,24,F,N,경기도 구리시,도산대7거리
2586,2587,Z9663232531ST,siu29@baeggim.org826,717211,박영자,062-910-1226,662336-1246394,1952-05-21,66,M,N,서울특별시 금천구,백제고분길
2587,2588,Z6053271871ST,sunjahong@jusighoesa.com697,272970,이미숙,044-799-5817,823764-2226321,1968-01-11,53,M,N,제주특별자치도 수원시,서초대290길 (지아류배리)
2588,2589,Z7423250861ST,gimminji@hotmail.com974,736835,윤영식,044-227-5503,706423-2115261,1969-01-06,58,M,N,경기도 양주시,봉은사7가 (재현김이마을)
2589,2590,Z2824233601ST,sseo@dreamwiz.com667,978552,박채원,032-964-5239,968663-1564561,1983-07-14,31,M,N,경기도 평택시,언주84로 (동현이읍)
2590,2591,Z9163254851ST,yejin21@honggimbag.kr739,100716,나예은,070-4306-4352,616968-1345597,1947-10-21,78,F,N,충청북도 당진시,삼성7가 (정식김이리)
2591,2592,Z4814219871ST,xca@ju.com210,107189,이현정,061-470-5848,854335-1438211,1979-09-28,45,F,N,서울특별시 서대문구,서원구 압구정11가
2592,2593,Z1414256431ST,yeongsuno@hanmail.net746,996793,서정순,019-293-4429,929674-2393505,1996-04-22,29,F,N,전라남도 부천시,일산서구 봉은사99거리
2593,2594,Z3534232191ST,tgim@gmail.com236,802898,김정숙,033-811-8586,735392-1811246,1982-05-26,30,F,N,울산광역시 동대문구,잠실644길 (준호김이동)
2594,2595,Z6714294861ST,baghyeonsug@daum.net229,351083,박경수,033-420-2172,946296-2334474,1966-10-04,59,F,N,대전광역시 서구,백제고분954로 (영수이김면)
2595,2596,Z7914268211ST,jinu99@live.com461,100619,박혜진,018-451-5812,626602-2134332,1949-04-19,65,F,N,울산광역시 마포구,오금거리
2596,2597,Z5323269211ST,junyeong73@goseogim.org403,836860,백경숙,064-792-5048,603353-1325404,1975-03-24,44,M,N,대구광역시 노원구,서초중앙17길
2597,2598,Z6714265521ST,fgim@juogim.com913,664877,김병철,032-271-4913,656004-1850287,1963-11-14,56,F,N,세종특별자치시 광진구,가락3로 (순자박동)
2598,2599,Z5534296651ST,ugim@yunseo.com742,585532,강종수,016-316-5513,799571-2375546,1968-10-29,56,F,N,충청남도 서산시,삼성5로 (준영이최동)
2599,2600,Z1814258091ST,iyeongsu@dreamwiz.com344,280855,황상호,064-767-9550,918730-2398079,1987-09-05,30,F,N,제주특별자치도 진천군,압구정길
2600,2601,Z2824276101ST,fgo@nate.com950,964654,강경숙,054-431-6479,732867-2208804,1983-01-08,33,F,N,강원도 횡성군,언주길 (지은김이면)
2601,2602,Z0644264191ST,gimhayun@nate.com275,670077,김정수,063-925-1466,831430-2112184,2000-08-03,29,F,N,광주광역시 서초구,영동대27로
2602,2603,Z6914292951ST,yeongsun31@yu.kr21,725571,홍미영,062-391-4150,853964-1930532,1966-04-04,54,M,N,제주특별자치도 영동군,삼성2로
2603,2604,Z0734269401ST,yunjuweon@ju.com295,955079,박상훈,017-507-4856,889292-2238651,1993-08-07,24,F,N,충청남도 화천군,석촌호수로 (성수곽면)
2604,2605,Z3814247181ST,man@yu.com96,415082,김서현,010-8853-6690,863031-1844194,1979-08-13,40,F,N,부산광역시 송파구,선릉69로
2605,2606,Z4153242541ST,minseo87@live.com570,755791,이경희,054-507-3332,746852-2140690,1977-04-16,44,M,N,충청남도 군포시,덕양구 잠실로 (중수최손마을)
2606,2607,Z6643263321ST,byeongceolgim@daum.net609,655920,김지현,010-6626-1404,635206-2104623,1963-03-15,51,M,N,울산광역시 강남구,역삼282로 (현지송읍)
2607,2608,Z0504299801ST,jieunbaeg@gimgimi.com546,798161,윤도윤,061-951-3139,618862-2256509,1991-12-12,27,F,N,전라북도 의왕시,처인구 봉은사길 (진호남박면)
2608,2609,Z8714249731ST,donghyeonson@yangyun.com489,753447,이정희,041-150-7256,779692-1369857,1944-07-23,76,M,N,세종특별자치시 서구,논현34길
2609,2610,Z6424280471ST,ryujongsu@hanmail.net408,999671,우상현,043-001-9936,919910-1794595,1962-01-01,52,F,N,경상남도 계룡시,학동33가 (성진이리)
2610,2611,Z6744289761ST,jongsucoe@gimbagcoe.net865,436325,이정자,061-900-5308,981134-2215786,1961-11-27,50,F,N,대구광역시 북구,테헤란거리
2611,2612,Z5714252361ST,ijinho@naver.com87,645641,노정수,061-793-2374,794797-1733301,1967-04-25,53,F,N,경기도 태백시,압구정18길
2612,2613,Z0353291291ST,tgim@iangwag.kr697,849119,김도윤,054-714-3995,847142-1277394,1993-08-29,27,F,N,전라남도 홍천군,양재천50길
2613,2614,Z7624247131ST,siu03@ju.kr258,907384,김서준,041-681-3504,891734-1775226,1940-10-06,70,M,N,전라남도 수원시,흥덕구 영동대길
2614,2615,Z6534225791ST,wi@hanmail.net925,320084,한승현,054-484-3340,985939-1322446,1969-04-11,52,M,N,인천광역시 성동구,도산대4길 (영진김동)
2615,2616,Z5634238321ST,cgim@ju.com413,233403,이민재,033-690-9651,701028-1163140,1963-03-01,54,F,N,강원도 속초시,압구정93가 (예원임리)
2616,2617,Z2804212141ST,ominjun@hanbagryu.com755,204983,김순자,064-749-7728,635707-2339012,1985-11-12,38,M,N,경상남도 보령시,양재천7길
2617,2618,Z9624260741ST,zi@gmail.com269,102120,윤승민,053-642-0506,655272-1407761,1950-03-12,68,F,N,전라북도 고양시,처인구 언주로 (현주백한읍)
2618,2619,Z7304293011ST,mgim@ju.kr763,995291,심시우,033-109-7475,901340-1414886,1962-08-19,58,F,N,충청북도 고성군,역삼가 (서준강면)
2619,2620,Z5824293091ST,gimjihye@yu.kr490,675496,유아름,011-468-9639,883114-1421717,1967-11-06,56,F,N,강원도 수원시,수지구 가락로 (준호고읍)
2620,2621,Z1634274291ST,jinugim@hotmail.com93,400717,박지현,055-410-0484,769297-2114381,2000-06-13,28,M,N,경상북도 춘천시,오금로
2621,2622,Z9504249141ST,junhyeogo@gmail.com420,869871,권지현,042-823-7566,705417-1225486,1944-05-27,70,F,N,전라북도 용인시,잠실588가
2622,2623,Z4744278461ST,seoeunju@hotmail.com783,613242,문영자,011-723-7401,942492-1479950,1971-09-18,48,F,N,광주광역시 동대문구,언주로 (은서장리)
2623,2624,Z6544246441ST,jeonghyi99@ju.com260,551705,박정희,018-946-7841,849523-1641481,1969-05-08,51,F,N,울산광역시 도봉구,삼성로
2624,2625,Z7313248241ST,rgim@ju.net368,651455,김영진,063-340-2210,826091-2167959,1965-04-17,58,M,N,대전광역시 강남구,백제고분가 (정남윤최동)
2625,2626,Z1624248051ST,yunseo07@hotmail.com833,509466,이채원,011-924-2261,965668-1216352,1998-10-04,25,M,N,대전광역시 강서구,서원구 서초중앙93가 (도현류남동)
2626,2627,Z3634227851ST,eunjigim@hanmail.net861,102835,박우진,041-287-5741,751396-1624112,1978-01-03,40,M,N,대전광역시 중랑구,가락로
2627,2628,Z4924211661ST,jeonghungim@hotmail.com16,883427,김서현,061-170-3797,872217-1133336,1974-01-10,43,M,N,서울특별시 서대문구,동남구 잠실길
2628,2629,Z8043256001ST,jeonghobae@gmail.com137,499504,백정희,064-780-0143,725536-1503751,1936-11-01,75,F,N,울산광역시 강북구,오금가
2629,2630,Z5933240091ST,jeonghunryu@yu.kr710,543285,김지연,044-847-8490,976360-1195598,1968-12-29,55,M,N,전라북도 화천군,압구정가 (지아김면)
2630,2631,Z4824259531ST,rhwang@jusighoesa.com822,307428,유예진,044-481-5292,868021-1384912,1977-09-20,45,F,N,대전광역시 광진구,역삼8가
2631,2632,Z4304236941ST,jinhogim@gmail.com58,487169,배준영,02-0330-7918,607480-1801333,1977-10-04,42,M,N,제주특별자치도 부여군,석촌호수5가 (정숙오최마을)
2632,2633,Z3744282781ST,gyeongsug38@jusighoesa.net288,460813,송영자,054-906-1661,788950-1310572,1976-06-26,42,M,N,충청북도 횡성군,영동대7로 (은영홍리)
2633,2634,Z9054273441ST,seongho42@dreamwiz.com563,868818,이보람,02-6408-9506,728919-1115179,1936-06-09,79,F,N,대전광역시 영등포구,삼성045로
2634,2635,Z7724266621ST,gimjimin@hanmail.net978,453868,고경희,02-7391-3221,904291-2352037,1934-03-19,62,M,N,대전광역시 금천구,역삼376로
2635,2636,Z5473289871ST,qgim@hanmail.net936,407174,김은정,053-718-5773,880769-1913773,1965-05-31,52,M,N,대구광역시 동구,가락로 (우진류동)
2636,2637,Z1744273251ST,gi@naver.com25,217397,박영환,031-534-6622,686062-1666032,1981-01-28,32,M,N,제주특별자치도 공주시,테헤란길
2637,2638,Z4614240471ST,dohyeon53@ju.com817,940714,장종수,064-713-6750,942849-1160906,1980-08-03,46,M,N,경상북도 고양시,처인구 서초중앙61거리
2638,2639,Z9134232181ST,seongjongsu@gimi.com305,648054,김상훈,033-805-3315,670224-2360106,1944-12-31,67,M,N,강원도 홍성군,석촌호수8로 (현숙김마을)
2639,2640,Z6724227351ST,myeongja32@yu.kr925,528132,김영희,011-187-0114,920255-2399223,1970-05-20,59,F,N,서울특별시 성동구,역삼34길
2640,2641,Z0433269011ST,vgang@gmail.com364,139700,류아름,041-301-0818,821786-1416181,1991-04-05,26,M,N,충청북도 원주시,선릉로
2641,2642,Z4444266991ST,sangho55@gimjeong.kr74,149809,안정순,062-560-1864,671308-2220429,1977-02-02,43,F,N,강원도 고성군,영동대로
2642,2643,Z0624223081ST,egim@yuhanhoesa.org554,869345,최예지,031-695-8303,758623-2323112,1991-08-09,29,M,N,울산광역시 도봉구,권선구 압구정19거리 (서영박이읍)
2643,2644,Z9463266441ST,gimsumin@yuhanhoesa.net581,373038,김현준,032-625-8526,904887-1692907,1948-09-05,64,F,N,경상북도 의정부시,가락길
2644,2645,Z2624252411ST,pyun@gangbaegang.net872,347268,박춘자,02-2079-0438,766613-1566851,1983-01-20,38,M,N,세종특별자치시 노원구,논현거리 (예준배리)
2645,2646,Z3414224161ST,pgim@naver.com837,899285,김성훈,063-691-8162,845034-1543906,1972-01-24,40,M,N,울산광역시 동구,가락거리
2646,2647,Z0704213371ST,hyeonjungo@jusighoesa.net647,700297,박순옥,053-834-5392,886167-1522340,1995-08-21,23,F,N,서울특별시 은평구,테헤란5가
2647,2648,Z1963282891ST,tgim@daum.net709,348700,문영철,044-885-5309,769916-1361399,1988-06-30,32,F,N,인천광역시 북구,오금905로
2648,2649,Z6704240191ST,jinu65@nate.com835,903905,김경숙,053-224-9000,753890-2031711,1962-02-07,57,M,N,강원도 성남시,선릉로
2649,2650,Z1624214371ST,haeungim@hanmail.net713,718015,남지후,041-264-5815,767122-1707171,1991-09-16,21,F,N,대전광역시 노원구,양재천35길 (현주김읍)
2650,2651,Z8104267651ST,jeonghyi50@ju.com796,105496,김성수,052-717-6219,888612-2380032,1934-04-13,78,M,N,충청남도 광명시,양재천84가 (승현이김읍)
2651,2652,Z9733291401ST,jieuni@nate.com612,597863,이지후,043-237-3617,806283-1820397,1931-03-07,75,F,N,세종특별자치시 종로구,논현가 (미경김배면)
2652,2653,Z0644285011ST,ijihu@yu.org864,689574,김정숙,010-5072-3821,704808-1320289,1992-10-15,25,M,N,제주특별자치도 동두천시,언주가
2653,2654,Z0633251801ST,gimyeonghwan@hanmail.net91,793754,고준호,055-403-0543,714001-1865444,1998-11-14,23,M,N,부산광역시 중구,반포대가
2654,2655,Z6713218961ST,isangho@gmail.com608,295569,류미영,011-612-9416,798186-1738901,1961-01-13,52,M,F,대전광역시 서초구,선릉111로 (병철김이리)
2655,2656,Z4614280591ST,bagminjun@daum.net99,366324,이지은,055-417-9010,970685-1693943,1975-10-22,46,F,N,부산광역시 양천구,언주21로
2656,2657,Z8434216951ST,seonyeongi@nate.com472,385673,송성진,010-1167-9777,728184-1461080,1959-01-07,79,M,N,경기도 태백시,역삼37로 (은정김김리)
2657,2658,Z5314210781ST,joyeongho@hotmail.com662,863702,허정훈,052-999-4317,932164-1580306,1972-01-22,46,F,N,충청북도 부천시,팔달구 오금4거리 (영숙한동)
2658,2659,Z4644249921ST,cunja23@gmail.com507,559762,박명숙,017-316-1915,980441-2092364,1973-10-12,49,M,N,경상남도 부천시,양재천길
2659,2660,Z6824229741ST,sugjagim@live.com376,399652,이동현,052-684-2946,645100-1529062,1963-10-01,52,F,N,제주특별자치도 광명시,반포대912거리
2660,2661,Z8213284281ST,yeonghyii@naver.com831,108233,구영미,02-0743-3902,656572-2082068,1952-09-18,76,M,N,대구광역시 마포구,영동대365거리
2661,2662,Z5824283841ST,jaeho12@ii.kr23,797709,김미경,019-833-6683,814338-2347542,1961-08-24,50,M,N,충청북도 용인시,오금759길
2662,2663,Z9534213601ST,vgim@nate.com393,857428,김지원,016-833-1080,858921-1995024,1945-02-28,63,M,N,인천광역시 용산구,도산대46거리 (영숙김김면)
2663,2664,Z0634245101ST,yeongsunseo@isong.kr750,264947,박영철,042-431-1525,854030-2088497,1996-01-28,29,F,N,충청북도 안양시,테헤란거리
2664,2665,Z0633225641ST,jeongungseong@dreamwiz.com588,571225,지현우,031-679-4124,963915-1674199,1996-10-28,25,M,N,제주특별자치도 양구군,서초중앙길 (보람남서동)
2665,2666,Z8253292341ST,ujinbag@yuhanhoesa.com753,170678,김순자,043-026-1808,728254-2152824,1953-10-03,60,M,N,세종특별자치시 성동구,가락44길 (현지이박읍)
