CARD_NO,MEMBER_NO,CARD_CODE,CARD_PASSWORD,VALID_DATE,CVC_NO,,
1111-1111-1111-3620,Z5173228031ST,,,,,,
1111-1111-1111-3621,Z5173233391ST,,,,,,
1111-1111-1111-3622,Z5173258121ST,,,,,,
1111-1111-1111-3623,Z5173285061ST,,,,,,
1111-1111-1111-3624,Z5173294551ST,,,,,,
1111-1111-1111-3625,Z5204235921ST,,,,,,
1111-1111-1111-3626,Z5204282761ST,,,,,,
1111-1111-1111-3627,Z5204298481ST,,,,,,
1111-1111-1111-3628,Z5213222921ST,,,,,,
1111-1111-1111-3629,Z5213280891ST,,,,,,
1111-1111-1111-3630,Z5223283891ST,,,,,,
1111-1111-1111-3631,Z5224220871ST,,,,,,
1111-1111-1111-3632,Z5224222441ST,,,,,,
1111-1111-1111-3633,Z5224277281ST,,,,,,
1111-1111-1111-3634,Z5233243121ST,,,,,,
1111-1111-1111-3635,Z5233253861ST,,,,,,
1111-1111-1111-3636,Z5234244731ST,,,,,,
1111-1111-1111-3637,Z5234260321ST,,,,,,
1111-1111-1111-3638,Z5234269251ST,,,,,,
1111-1111-1111-3639,Z5234280161ST,,,,,,
1111-1111-1111-3640,Z5244219901ST,,,,,,
1111-1111-1111-3641,Z5253210941ST,,,,,,
1111-1111-1111-3642,Z5253213111ST,,,,,,
1111-1111-1111-3643,Z5253215751ST,,,,,,
1111-1111-1111-3644,Z5253218391ST,,,,,,
1111-1111-1111-3645,Z5253218851ST,,,,,,
1111-1111-1111-3646,Z5253221531ST,,,,,,
1111-1111-1111-3647,Z5253225321ST,,,,,,
1111-1111-1111-3648,Z5253255501ST,,,,,,
1111-1111-1111-3649,Z5263245521ST,,,,,,
1111-1111-1111-3650,Z5263296481ST,,,,,,
1111-1111-1111-3651,Z5273257301ST,,,,,,
1111-1111-1111-3652,Z5273284201ST,,,,,,
1111-1111-1111-3653,Z5304212071ST,,,,,,
1111-1111-1111-3654,Z5304216531ST,,,,,,
1111-1111-1111-3655,Z5304270531ST,,,,,,
1111-1111-1111-3656,Z5304274581ST,,,,,,
1111-1111-1111-3657,Z5304277191ST,,,,,,
1111-1111-1111-3658,Z5314210781ST,,,,,,
1111-1111-1111-3659,Z5314282911ST,,,,,,
1111-1111-1111-3660,Z5314285651ST,,,,,,
1111-1111-1111-3661,Z5314295281ST,,,,,,
1111-1111-1111-3662,Z5323215871ST,,,,,,
1111-1111-1111-3663,Z5323269211ST,,,,,,
1111-1111-1111-3664,Z5323272541ST,,,,,,
1111-1111-1111-3665,Z5323279151ST,,,,,,
1111-1111-1111-3666,Z5324230931ST,,,,,,
1111-1111-1111-3667,Z5324256561ST,,,,,,
1111-1111-1111-3668,Z5324269251ST,,,,,,
1111-1111-1111-3669,Z5333275231ST,,,,,,
1111-1111-1111-3670,Z5334225241ST,,,,,,
1111-1111-1111-3671,Z5334229891ST,,,,,,
1111-1111-1111-3672,Z5334287151ST,,,,,,
1111-1111-1111-3673,Z5343278931ST,,,,,,
1111-1111-1111-3674,Z5343280951ST,,,,,,
1111-1111-1111-3675,Z5344226391ST,,,,,,
1111-1111-1111-3676,Z5344228591ST,,,,,,
1111-1111-1111-3677,Z5344268701ST,,,,,,
1111-1111-1111-3678,Z5344299531ST,,,,,,
1111-1111-1111-3679,Z5353223301ST,,,,,,
1111-1111-1111-3680,Z5353232841ST,,,,,,
1111-1111-1111-3681,Z5353233181ST,,,,,,
1111-1111-1111-3682,Z5353235111ST,,,,,,
1111-1111-1111-3683,Z5353246171ST,,,,,,
1111-1111-1111-3684,Z5353255001ST,,,,,,
1111-1111-1111-3685,Z5353260971ST,,,,,,
1111-1111-1111-3686,Z5353261931ST,,,,,,
1111-1111-1111-3687,Z5353280201ST,,,,,,
1111-1111-1111-3688,Z5353298731ST,,,,,,
1111-1111-1111-3689,Z5363234921ST,,,,,,
1111-1111-1111-3690,Z5363295971ST,,,,,,
1111-1111-1111-3691,Z5373228931ST,,,,,,
1111-1111-1111-3692,Z5373244961ST,,,,,,
1111-1111-1111-3693,Z5404216961ST,,,,,,
1111-1111-1111-3694,Z5404228181ST,,,,,,
1111-1111-1111-3695,Z5404258431ST,,,,,,
1111-1111-1111-3696,Z5404279001ST,,,,,,
1111-1111-1111-3697,Z5414215471ST,,,,,,
1111-1111-1111-3698,Z5414234351ST,,,,,,
1111-1111-1111-3699,Z5414249231ST,,,,,,
1111-1111-1111-3700,Z5414250781ST,,,,,,
1111-1111-1111-3701,Z5414253741ST,,,,,,
1111-1111-1111-3702,Z5414261791ST,,,,,,
1111-1111-1111-3703,Z5414269411ST,,,,,,
1111-1111-1111-3704,Z5414270711ST,,,,,,
1111-1111-1111-3705,Z5423237241ST,,,,,,
1111-1111-1111-3706,Z5423250291ST,,,,,,
1111-1111-1111-3707,Z5423280211ST,,,,,,
1111-1111-1111-3708,Z5424219101ST,,,,,,
1111-1111-1111-3709,Z5424245181ST,,,,,,
1111-1111-1111-3710,Z5424292151ST,,,,,,
1111-1111-1111-3711,Z5424297981ST,,,,,,
1111-1111-1111-3712,Z5433228961ST,,,,,,
1111-1111-1111-3713,Z5434212621ST,,,,,,
1111-1111-1111-3714,Z5434214071ST,,,,,,
1111-1111-1111-3715,Z5434221321ST,,,,,,
1111-1111-1111-3716,Z5434231351ST,,,,,,
1111-1111-1111-3717,Z5434234981ST,,,,,,
1111-1111-1111-3718,Z5434237901ST,,,,,,
1111-1111-1111-3719,Z5434241211ST,,,,,,
1111-1111-1111-3720,Z5434244361ST,,,,,,
1111-1111-1111-3721,Z5434249581ST,,,,,,
1111-1111-1111-3722,Z5434256711ST,,,,,,
1111-1111-1111-3723,Z5434278311ST,,,,,,
1111-1111-1111-3724,Z5434283271ST,,,,,,
1111-1111-1111-3725,Z5434288341ST,,,,,,
1111-1111-1111-3726,Z5434296491ST,,,,,,
1111-1111-1111-3727,Z5434298341ST,,,,,,
1111-1111-1111-3728,Z5434298881ST,,,,,,
1111-1111-1111-3729,Z5443213561ST,,,,,,
1111-1111-1111-3730,Z5444222541ST,,,,,,
1111-1111-1111-3731,Z5444264731ST,,,,,,
1111-1111-1111-3732,Z5453218611ST,,,,,,
1111-1111-1111-3733,Z5453257671ST,,,,,,
1111-1111-1111-3734,Z5453270021ST,,,,,,
1111-1111-1111-3735,Z5463227231ST,,,,,,
1111-1111-1111-3736,Z5463231191ST,,,,,,
1111-1111-1111-3737,Z5472227811ST,,,,,,
1111-1111-1111-3738,Z5473266231ST,,,,,,
1111-1111-1111-3739,Z5473276391ST,,,,,,
1111-1111-1111-3740,Z5473289871ST,,,,,,
1111-1111-1111-3741,Z5504220061ST,,,,,,
1111-1111-1111-3742,Z5504230591ST,,,,,,
1111-1111-1111-3743,Z5504233161ST,,,,,,
1111-1111-1111-3744,Z5504243471ST,,,,,,
1111-1111-1111-3745,Z5504248851ST,,,,,,
1111-1111-1111-3746,Z5513253721ST,,,,,,
1111-1111-1111-3747,Z5513266471ST,,,,,,
1111-1111-1111-3748,Z5514211591ST,,,,,,
1111-1111-1111-3749,Z5514217001ST,,,,,,
1111-1111-1111-3750,Z5514217151ST,,,,,,
1111-1111-1111-3751,Z5514226741ST,,,,,,
1111-1111-1111-3752,Z5514247701ST,,,,,,
1111-1111-1111-3753,Z5514252671ST,,,,,,
1111-1111-1111-3754,Z5514260571ST,,,,,,
1111-1111-1111-3755,Z5514263911ST,,,,,,
1111-1111-1111-3756,Z5514274561ST,,,,,,
1111-1111-1111-3757,Z5514282911ST,,,,,,
1111-1111-1111-3758,Z5514284681ST,,,,,,
1111-1111-1111-3759,Z5514291561ST,,,,,,
1111-1111-1111-3760,Z5523214401ST,,,,,,
1111-1111-1111-3761,Z5524230671ST,,,,,,
1111-1111-1111-3762,Z5524233311ST,,,,,,
1111-1111-1111-3763,Z5524243221ST,,,,,,
1111-1111-1111-3764,Z5524260341ST,,,,,,
1111-1111-1111-3765,Z5524288021ST,,,,,,
1111-1111-1111-3766,Z5524297041ST,,,,,,
1111-1111-1111-3767,Z5534218031ST,,,,,,
1111-1111-1111-3768,Z5534219621ST,,,,,,
1111-1111-1111-3769,Z5534230161ST,,,,,,
1111-1111-1111-3770,Z5534231531ST,,,,,,
1111-1111-1111-3771,Z5534231821ST,,,,,,
1111-1111-1111-3772,Z5534234521ST,,,,,,
1111-1111-1111-3773,Z5534243851ST,,,,,,
1111-1111-1111-3774,Z5534246661ST,,,,,,
1111-1111-1111-3775,Z5534247861ST,,,,,,
1111-1111-1111-3776,Z5534254161ST,,,,,,
1111-1111-1111-3777,Z5534259051ST,,,,,,
1111-1111-1111-3778,Z5534260561ST,,,,,,
1111-1111-1111-3779,Z5534272471ST,,,,,,
1111-1111-1111-3780,Z5534288881ST,,,,,,
1111-1111-1111-3781,Z5534289121ST,,,,,,
1111-1111-1111-3782,Z5534292011ST,,,,,,
1111-1111-1111-3783,Z5534293381ST,,,,,,
1111-1111-1111-3784,Z5534296651ST,,,,,,
1111-1111-1111-3785,Z5543248521ST,,,,,,
1111-1111-1111-3786,Z5544213561ST,,,,,,
1111-1111-1111-3787,Z5544261461ST,,,,,,
1111-1111-1111-3788,Z5544275421ST,,,,,,
1111-1111-1111-3789,Z5544279451ST,,,,,,
1111-1111-1111-3790,Z5553251531ST,,,,,,
1111-1111-1111-3791,Z5563229621ST,,,,,,
1111-1111-1111-3792,Z5563237801ST,,,,,,
1111-1111-1111-3793,Z5563241211ST,,,,,,
1111-1111-1111-3794,Z5563286991ST,,,,,,
1111-1111-1111-3795,Z5563296731ST,,,,,,
1111-1111-1111-3796,Z5604212591ST,,,,,,
1111-1111-1111-3797,Z5604219431ST,,,,,,
1111-1111-1111-3798,Z5604230381ST,,,,,,
1111-1111-1111-3799,Z5604239491ST,,,,,,
1111-1111-1111-3800,Z5604242851ST,,,,,,
1111-1111-1111-3801,Z5604249631ST,,,,,,
1111-1111-1111-3802,Z5604255241ST,,,,,,
1111-1111-1111-3803,Z5604256781ST,,,,,,
1111-1111-1111-3804,Z5604257961ST,,,,,,
1111-1111-1111-3805,Z5604264731ST,,,,,,
1111-1111-1111-3806,Z5604272991ST,,,,,,
1111-1111-1111-3807,Z5604286391ST,,,,,,
1111-1111-1111-3808,Z5604289861ST,,,,,,
1111-1111-1111-3809,Z5604290191ST,,,,,,
1111-1111-1111-3810,Z5604292711ST,,,,,,
1111-1111-1111-3811,Z5613218731ST,,,,,,
1111-1111-1111-3812,Z5614219881ST,,,,,,
1111-1111-1111-3813,Z5614222901ST,,,,,,
1111-1111-1111-3814,Z5614225621ST,,,,,,
1111-1111-1111-3815,Z5614232291ST,,,,,,
1111-1111-1111-3816,Z5614236101ST,,,,,,
1111-1111-1111-3817,Z5614254201ST,,,,,,
1111-1111-1111-3818,Z5614266421ST,,,,,,
1111-1111-1111-3819,Z5614266631ST,,,,,,
1111-1111-1111-3820,Z5614289061ST,,,,,,
1111-1111-1111-3821,Z5623233761ST,,,,,,
1111-1111-1111-3822,Z5623253811ST,,,,,,
1111-1111-1111-3823,Z5623257471ST,,,,,,
1111-1111-1111-3824,Z5623282371ST,,,,,,
1111-1111-1111-3825,Z5624231001ST,,,,,,
1111-1111-1111-3826,Z5624245571ST,,,,,,
1111-1111-1111-3827,Z5624252041ST,,,,,,
1111-1111-1111-3828,Z5624274311ST,,,,,,
1111-1111-1111-3829,Z5624294991ST,,,,,,
1111-1111-1111-3830,Z5634213481ST,,,,,,
1111-1111-1111-3831,Z5634218511ST,,,,,,
1111-1111-1111-3832,Z5634224091ST,,,,,,
1111-1111-1111-3833,Z5634230121ST,,,,,,
1111-1111-1111-3834,Z5634231341ST,,,,,,
1111-1111-1111-3835,Z5634231911ST,,,,,,
1111-1111-1111-3836,Z5634234841ST,,,,,,
1111-1111-1111-3837,Z5634235401ST,,,,,,
1111-1111-1111-3838,Z5634235691ST,,,,,,
1111-1111-1111-3839,Z5634238321ST,,,,,,
1111-1111-1111-3840,Z5634250591ST,,,,,,
1111-1111-1111-3841,Z5634252051ST,,,,,,
1111-1111-1111-3842,Z5634253591ST,,,,,,
1111-1111-1111-3843,Z5634254261ST,,,,,,
1111-1111-1111-3844,Z5634259101ST,,,,,,
1111-1111-1111-3845,Z5634261681ST,,,,,,
1111-1111-1111-3846,Z5634267911ST,,,,,,
1111-1111-1111-3847,Z5634270881ST,,,,,,
1111-1111-1111-3848,Z5634271931ST,,,,,,
1111-1111-1111-3849,Z5634274481ST,,,,,,
1111-1111-1111-3850,Z5634277951ST,,,,,,
1111-1111-1111-3851,Z5634288031ST,,,,,,
1111-1111-1111-3852,Z5634290741ST,,,,,,
1111-1111-1111-3853,Z5634290771ST,,,,,,
1111-1111-1111-3854,Z5634298731ST,,,,,,
1111-1111-1111-3855,Z5643257461ST,,,,,,
1111-1111-1111-3856,Z5643268891ST,,,,,,
1111-1111-1111-3857,Z5644214781ST,,,,,,
1111-1111-1111-3858,Z5644215971ST,,,,,,
1111-1111-1111-3859,Z5644218671ST,,,,,,
1111-1111-1111-3860,Z5644219041ST,,,,,,
1111-1111-1111-3861,Z5644221881ST,,,,,,
1111-1111-1111-3862,Z5644222721ST,,,,,,
1111-1111-1111-3863,Z5644227431ST,,,,,,
1111-1111-1111-3864,Z5644229621ST,,,,,,
1111-1111-1111-3865,Z5644230691ST,,,,,,
1111-1111-1111-3866,Z5644232621ST,,,,,,
1111-1111-1111-3867,Z5644240281ST,,,,,,
1111-1111-1111-3868,Z5644241211ST,,,,,,
1111-1111-1111-3869,Z5644242281ST,,,,,,
1111-1111-1111-3870,Z5644249401ST,,,,,,
1111-1111-1111-3871,Z5644253491ST,,,,,,
1111-1111-1111-3872,Z5644255311ST,,,,,,
1111-1111-1111-3873,Z5644260181ST,,,,,,
1111-1111-1111-3874,Z5644263181ST,,,,,,
1111-1111-1111-3875,Z5644263201ST,,,,,,
1111-1111-1111-3876,Z5644264241ST,,,,,,
1111-1111-1111-3877,Z5644268111ST,,,,,,
1111-1111-1111-3878,Z5644269421ST,,,,,,
1111-1111-1111-3879,Z5644271091ST,,,,,,
1111-1111-1111-3880,Z5644273341ST,,,,,,
1111-1111-1111-3881,Z5644274021ST,,,,,,
1111-1111-1111-3882,Z5644276001ST,,,,,,
1111-1111-1111-3883,Z5644280691ST,,,,,,
1111-1111-1111-3884,Z5644283881ST,,,,,,
1111-1111-1111-3885,Z5644288101ST,,,,,,
1111-1111-1111-3886,Z5644295551ST,,,,,,
1111-1111-1111-3887,Z5653258851ST,,,,,,
1111-1111-1111-3888,Z5663272281ST,,,,,,
1111-1111-1111-3889,Z5663278451ST,,,,,,
1111-1111-1111-3890,Z5663288241ST,,,,,,
1111-1111-1111-3891,Z5704245441ST,,,,,,
1111-1111-1111-3892,Z5704254021ST,,,,,,
1111-1111-1111-3893,Z5704256511ST,,,,,,
1111-1111-1111-3894,Z5704266021ST,,,,,,
1111-1111-1111-3895,Z5704266271ST,,,,,,
1111-1111-1111-3896,Z5704268721ST,,,,,,
1111-1111-1111-3897,Z5704294661ST,,,,,,
1111-1111-1111-3898,Z5714213181ST,,,,,,
1111-1111-1111-3899,Z5714214731ST,,,,,,
1111-1111-1111-3900,Z5714216061ST,,,,,,
1111-1111-1111-3901,Z5714219931ST,,,,,,
1111-1111-1111-3902,Z5714220141ST,,,,,,
1111-1111-1111-3903,Z5714227351ST,,,,,,
1111-1111-1111-3904,Z5714227901ST,,,,,,
1111-1111-1111-3905,Z5714231731ST,,,,,,
1111-1111-1111-3906,Z5714232731ST,,,,,,
1111-1111-1111-3907,Z5714233591ST,,,,,,
1111-1111-1111-3908,Z5714235231ST,,,,,,
1111-1111-1111-3909,Z5714235531ST,,,,,,
1111-1111-1111-3910,Z5714235541ST,,,,,,
1111-1111-1111-3911,Z5714239591ST,,,,,,
1111-1111-1111-3912,Z5714248081ST,,,,,,
1111-1111-1111-3913,Z5714252081ST,,,,,,
1111-1111-1111-3914,Z5714252111ST,,,,,,
1111-1111-1111-3915,Z5714252361ST,,,,,,
1111-1111-1111-3916,Z5714253041ST,,,,,,
1111-1111-1111-3917,Z5714261231ST,,,,,,
1111-1111-1111-3918,Z5714264921ST,,,,,,
1111-1111-1111-3919,Z5714267951ST,,,,,,
1111-1111-1111-3920,Z5714271691ST,,,,,,
1111-1111-1111-3921,Z5714272731ST,,,,,,
1111-1111-1111-3922,Z5714272981ST,,,,,,
1111-1111-1111-3923,Z5714277861ST,,,,,,
1111-1111-1111-3924,Z5714278021ST,,,,,,
1111-1111-1111-3925,Z5714278231ST,,,,,,
1111-1111-1111-3926,Z5714279011ST,,,,,,
1111-1111-1111-3927,Z5714281961ST,,,,,,
1111-1111-1111-3928,Z5714289351ST,,,,,,
1111-1111-1111-3929,Z5714293611ST,,,,,,
1111-1111-1111-3930,Z5714295091ST,,,,,,
1111-1111-1111-3931,Z5714297251ST,,,,,,
1111-1111-1111-3932,Z5714297621ST,,,,,,
1111-1111-1111-3933,Z5714297881ST,,,,,,
1111-1111-1111-3934,Z5714299421ST,,,,,,
1111-1111-1111-3935,Z5724222261ST,,,,,,
1111-1111-1111-3936,Z5724228881ST,,,,,,
1111-1111-1111-3937,Z5724233761ST,,,,,,
1111-1111-1111-3938,Z5724237321ST,,,,,,
1111-1111-1111-3939,Z5724241831ST,,,,,,
1111-1111-1111-3940,Z5724250761ST,,,,,,
1111-1111-1111-3941,Z5724252801ST,,,,,,
1111-1111-1111-3942,Z5724255931ST,,,,,,
1111-1111-1111-3943,Z5724259571ST,,,,,,
1111-1111-1111-3944,Z5724261831ST,,,,,,
1111-1111-1111-3945,Z5724269211ST,,,,,,
1111-1111-1111-3946,Z5724272361ST,,,,,,
1111-1111-1111-3947,Z5724272371ST,,,,,,
1111-1111-1111-3948,Z5724274001ST,,,,,,
1111-1111-1111-3949,Z5724276561ST,,,,,,
1111-1111-1111-3950,Z5724278071ST,,,,,,
1111-1111-1111-3951,Z5724285041ST,,,,,,
1111-1111-1111-3952,Z5724293241ST,,,,,,
1111-1111-1111-3953,Z5724297691ST,,,,,,
1111-1111-1111-3954,Z5734225801ST,,,,,,
1111-1111-1111-3955,Z5734256411ST,,,,,,
1111-1111-1111-3956,Z5734299981ST,,,,,,
1111-1111-1111-3957,Z5744220061ST,,,,,,
1111-1111-1111-3958,Z5744226641ST,,,,,,
1111-1111-1111-3959,Z5744239301ST,,,,,,
1111-1111-1111-3960,Z5744260381ST,,,,,,
1111-1111-1111-3961,Z5744263361ST,,,,,,
1111-1111-1111-3962,Z5744269881ST,,,,,,
1111-1111-1111-3963,Z5744298181ST,,,,,,
1111-1111-1111-3964,Z5753259331ST,,,,,,
1111-1111-1111-3965,Z5753281881ST,,,,,,
1111-1111-1111-3966,Z5763219531ST,,,,,,
1111-1111-1111-3967,Z5763244541ST,,,,,,
1111-1111-1111-3968,Z5804219441ST,,,,,,
1111-1111-1111-3969,Z5813262051ST,,,,,,
1111-1111-1111-3970,Z5813283721ST,,,,,,
1111-1111-1111-3971,Z5814215021ST,,,,,,
1111-1111-1111-3972,Z5814221701ST,,,,,,
1111-1111-1111-3973,Z5814229181ST,,,,,,
1111-1111-1111-3974,Z5814243071ST,,,,,,
1111-1111-1111-3975,Z5814244661ST,,,,,,
1111-1111-1111-3976,Z5814256051ST,,,,,,
1111-1111-1111-3977,Z5814270111ST,,,,,,
1111-1111-1111-3978,Z5814273031ST,,,,,,
1111-1111-1111-3979,Z5814277491ST,,,,,,
1111-1111-1111-3980,Z5814285841ST,,,,,,
1111-1111-1111-3981,Z5824215401ST,,,,,,
1111-1111-1111-3982,Z5824215421ST,,,,,,
1111-1111-1111-3983,Z5824219731ST,,,,,,
1111-1111-1111-3984,Z5824233231ST,,,,,,
1111-1111-1111-3985,Z5824235921ST,,,,,,
1111-1111-1111-3986,Z5824249231ST,,,,,,
1111-1111-1111-3987,Z5824251631ST,,,,,,
1111-1111-1111-3988,Z5824251871ST,,,,,,
1111-1111-1111-3989,Z5824252521ST,,,,,,
1111-1111-1111-3990,Z5824257241ST,,,,,,
1111-1111-1111-3991,Z5824257971ST,,,,,,
1111-1111-1111-3992,Z5824260841ST,,,,,,
1111-1111-1111-3993,Z5824270201ST,,,,,,
1111-1111-1111-3994,Z5824271431ST,,,,,,
1111-1111-1111-3995,Z5824271911ST,,,,,,
1111-1111-1111-3996,Z5824274881ST,,,,,,
1111-1111-1111-3997,Z5824278451ST,,,,,,
1111-1111-1111-3998,Z5824283841ST,,,,,,
1111-1111-1111-3999,Z5824286331ST,,,,,,
1111-1111-1111-4000,Z5824286931ST,,,,,,
1111-1111-1111-4001,Z5824288001ST,,,,,,
1111-1111-1111-4002,Z5824288861ST,,,,,,
1111-1111-1111-4003,Z5824292441ST,,,,,,
1111-1111-1111-4004,Z5824293091ST,,,,,,
1111-1111-1111-4005,Z5824294901ST,,,,,,
1111-1111-1111-4006,Z5824295251ST,,,,,,
1111-1111-1111-4007,Z5824298481ST,,,,,,
1111-1111-1111-4008,Z5824299221ST,,,,,,
1111-1111-1111-4009,Z5833219951ST,,,,,,
1111-1111-1111-4010,Z5833229341ST,,,,,,
1111-1111-1111-4011,Z5833247731ST,,,,,,
1111-1111-1111-4012,Z5833282331ST,,,,,,
1111-1111-1111-4013,Z5844237901ST,,,,,,
1111-1111-1111-4014,Z5863210641ST,,,,,,
1111-1111-1111-4015,Z5863221791ST,,,,,,
1111-1111-1111-4016,Z5863224571ST,,,,,,
1111-1111-1111-4017,Z5863229371ST,,,,,,
1111-1111-1111-4018,Z5863236151ST,,,,,,
1111-1111-1111-4019,Z5863236911ST,,,,,,
1111-1111-1111-4020,Z5863251521ST,,,,,,
1111-1111-1111-4021,Z5863253351ST,,,,,,
1111-1111-1111-4022,Z5863270631ST,,,,,,
1111-1111-1111-4023,Z5863290861ST,,,,,,
1111-1111-1111-4024,Z5863293241ST,,,,,,
1111-1111-1111-4025,Z5904246011ST,,,,,,
1111-1111-1111-4026,Z5904261111ST,,,,,,
1111-1111-1111-4027,Z5913277751ST,,,,,,
1111-1111-1111-4028,Z5914218421ST,,,,,,
1111-1111-1111-4029,Z5914219221ST,,,,,,
1111-1111-1111-4030,Z5914232321ST,,,,,,
1111-1111-1111-4031,Z5914257381ST,,,,,,
1111-1111-1111-4032,Z5914257911ST,,,,,,
1111-1111-1111-4033,Z5914275311ST,,,,,,
1111-1111-1111-4034,Z5914276911ST,,,,,,
1111-1111-1111-4035,Z5914298091ST,,,,,,
1111-1111-1111-4036,Z5924229701ST,,,,,,
1111-1111-1111-4037,Z5924232191ST,,,,,,
1111-1111-1111-4038,Z5924248291ST,,,,,,
1111-1111-1111-4039,Z5924249351ST,,,,,,
1111-1111-1111-4040,Z5924267861ST,,,,,,
1111-1111-1111-4041,Z5924280731ST,,,,,,
1111-1111-1111-4042,Z5924290171ST,,,,,,
1111-1111-1111-4043,Z5933240091ST,,,,,,
1111-1111-1111-4044,Z5933254531ST,,,,,,
1111-1111-1111-4045,Z5933255551ST,,,,,,
1111-1111-1111-4046,Z5933298001ST,,,,,,
1111-1111-1111-4047,Z5934224251ST,,,,,,
1111-1111-1111-4048,Z5934244941ST,,,,,,
1111-1111-1111-4049,Z5934250541ST,,,,,,
1111-1111-1111-4050,Z5934296431ST,,,,,,
1111-1111-1111-4051,Z5943263071ST,,,,,,
1111-1111-1111-4052,Z5953263551ST,,,,,,
1111-1111-1111-4053,Z5953292981ST,,,,,,
1111-1111-1111-4054,Z5953294631ST,,,,,,
1111-1111-1111-4055,Z5963242451ST,,,,,,
1111-1111-1111-4056,Z5963267301ST,,,,,,
1111-1111-1111-4057,Z5963272271ST,,,,,,
1111-1111-1111-4058,Z5963281801ST,,,,,,
1111-1111-1111-4059,Z5963286251ST,,,,,,
1111-1111-1111-4060,Z5963287241ST,,,,,,
1111-1111-1111-4061,Z5963288231ST,,,,,,
1111-1111-1111-4062,Z6013212491ST,,,,,,
1111-1111-1111-4063,Z6013229401ST,,,,,,
1111-1111-1111-4064,Z6013258691ST,,,,,,
1111-1111-1111-4065,Z6013279341ST,,,,,,
1111-1111-1111-4066,Z6013285311ST,,,,,,
1111-1111-1111-4067,Z6014295071ST,,,,,,
1111-1111-1111-4068,Z6023279661ST,,,,,,
1111-1111-1111-4069,Z6024238501ST,,,,,,
1111-1111-1111-4070,Z6024269161ST,,,,,,
1111-1111-1111-4071,Z6024277411ST,,,,,,
1111-1111-1111-4072,Z6024286971ST,,,,,,
1111-1111-1111-4073,Z6034260131ST,,,,,,
1111-1111-1111-4074,Z6034271811ST,,,,,,
1111-1111-1111-4075,Z6034280021ST,,,,,,
1111-1111-1111-4076,Z6043278011ST,,,,,,
1111-1111-1111-4077,Z6043283331ST,,,,,,
1111-1111-1111-4078,Z6044218571ST,,,,,,
1111-1111-1111-4079,Z6044275021ST,,,,,,
1111-1111-1111-4080,Z6044281231ST,,,,,,
1111-1111-1111-4081,Z6053226831ST,,,,,,
1111-1111-1111-4082,Z6053271871ST,,,,,,
1111-1111-1111-4083,Z6054259021ST,,,,,,
1111-1111-1111-4084,Z6063242641ST,,,,,,
1111-1111-1111-4085,Z6073236771ST,,,,,,
1111-1111-1111-4086,Z6104264931ST,,,,,,
1111-1111-1111-4087,Z6113226881ST,,,,,,
1111-1111-1111-4088,Z6114222161ST,,,,,,
1111-1111-1111-4089,Z6114264201ST,,,,,,
1111-1111-1111-4090,Z6114280211ST,,,,,,
1111-1111-1111-4091,Z6114291911ST,,,,,,
1111-1111-1111-4092,Z6114299101ST,,,,,,
1111-1111-1111-4093,Z6123266231ST,,,,,,
1111-1111-1111-4094,Z6124228351ST,,,,,,
1111-1111-1111-4095,Z6124230421ST,,,,,,
1111-1111-1111-4096,Z6124233591ST,,,,,,
1111-1111-1111-4097,Z6124246791ST,,,,,,
1111-1111-1111-4098,Z6124295201ST,,,,,,
1111-1111-1111-4099,Z6133265931ST,,,,,,
1111-1111-1111-4100,Z6133289341ST,,,,,,
1111-1111-1111-4101,Z6134213451ST,,,,,,
1111-1111-1111-4102,Z6134215611ST,,,,,,
1111-1111-1111-4103,Z6134271531ST,,,,,,
1111-1111-1111-4104,Z6153268061ST,,,,,,
1111-1111-1111-4105,Z6153296211ST,,,,,,
1111-1111-1111-4106,Z6154223941ST,,,,,,
1111-1111-1111-4107,Z6154239551ST,,,,,,
1111-1111-1111-4108,Z6154288531ST,,,,,,
1111-1111-1111-4109,Z6163224141ST,,,,,,
1111-1111-1111-4110,Z6163249671ST,,,,,,
1111-1111-1111-4111,Z6163281141ST,,,,,,
1111-1111-1111-4112,Z6163294821ST,,,,,,
1111-1111-1111-4113,Z6173280431ST,,,,,,
1111-1111-1111-4114,Z6204228241ST,,,,,,
1111-1111-1111-4115,Z6204239901ST,,,,,,
1111-1111-1111-4116,Z6204287021ST,,,,,,
1111-1111-1111-4117,Z6213221191ST,,,,,,
1111-1111-1111-4118,Z6213268331ST,,,,,,
1111-1111-1111-4119,Z6213271101ST,,,,,,
1111-1111-1111-4120,Z6213272401ST,,,,,,
1111-1111-1111-4121,Z6213276441ST,,,,,,
1111-1111-1111-4122,Z6224250961ST,,,,,,
1111-1111-1111-4123,Z6224284021ST,,,,,,
1111-1111-1111-4124,Z6224285751ST,,,,,,
1111-1111-1111-4125,Z6234213851ST,,,,,,
1111-1111-1111-4126,Z6234240451ST,,,,,,
1111-1111-1111-4127,Z6234241251ST,,,,,,
1111-1111-1111-4128,Z6234248211ST,,,,,,
1111-1111-1111-4129,Z6234261241ST,,,,,,
1111-1111-1111-4130,Z6243271581ST,,,,,,
1111-1111-1111-4131,Z6243287291ST,,,,,,
1111-1111-1111-4132,Z6244289681ST,,,,,,
1111-1111-1111-4133,Z6253215811ST,,,,,,
1111-1111-1111-4134,Z6253217421ST,,,,,,
1111-1111-1111-4135,Z6253233811ST,,,,,,
